"ktax.id"	"tax.id"	"kegg.code"	"scientific.name"	"common.name"	"entrez.gnodes"	"kegg.geneid"	"ncbi.geneid"	"ncbi.proteinid"	"uniprot"
"T01458"	"991905"	"pgv"	"Polymorphum gilvum"	""	"0"	"SL003B_2434"	NA	"ADZ70859"	"F2J1Q8"
"T00257"	"335992"	"pub"	"Candidatus Pelagibacter ubique"	""	"0"	"SAR11_1140"	NA	"AAZ21943"	"Q4FLJ5"
"T01465"	"1002672"	"pel"	"Candidatus Pelagibacter sp. IMCC9063"	""	"0"	"SAR11G3_00310"	NA	"AEA80785"	"F2I018"
"T02249"	"744985"	"apc"	"Alpha proteobacterium HIMB59"	""	"0"	"HIMB59_00015190"	NA	"AFS49684"	"J9Z1E4"
"T02250"	"859653"	"apm"	"Alpha proteobacterium HIMB5"	""	"0"	"HIMB5_00010520"	NA	"AFS47802"	"J9YXI2"
"T01207"	"488538"	"apb"	"Candidatus Puniceispirillum marinum"	""	"0"	"SAR116_2415"	NA	"ADE40658"	"D5BQE0"
"T00758"	"380394"	"afe"	"Acidithiobacillus ferrooxidans ATCC 53993"	""	"0"	"Lferr_1850"	NA	"ACH84071"	"B5EKY5"
"T00810"	"243159"	"afr"	"Acidithiobacillus ferrooxidans ATCC 23270"	""	"0"	"AFE_0808"	NA	"ACK78335"	"B7J6M4"
"T01581"	"990288"	"acu"	"Acidithiobacillus caldus SM-1"	""	"0"	"Atc_0691"	NA	"AEK57340"	"F9ZMN7"
"T03561"	"637389"	"acz"	"Acidithiobacillus caldus ATCC 51756"	""	"0"	"Acaty_c0721"	NA	"AIA54599"	"A0A059ZNL9"
"T01595"	"743299"	"afi"	"Acidithiobacillus ferrivorans"	""	"0"	"Acife_2717"	NA	"AEM48794"	"G0JRU0"
"T00010"	"224308"	"bsu"	"Bacillus subtilis subsp. subtilis 168"	""	"0"	"BSU06480"	"939233"	"NP_388530"	"P12042"
"T01837"	"1052588"	"bsr"	"Bacillus subtilis subsp. subtilis RO-NN-1"	""	"0"	"I33_1756"	NA	"AEP90722"	NA
"T02384"	"1192196"	"bsl"	"Bacillus subtilis subsp. subtilis BSP1"	""	"0"	"A7A1_0758"	NA	"AGA21376"	NA
"T02503"	"1147161"	"bsh"	"Bacillus subtilis subsp. subtilis 6051-HGW"	""	"0"	"BSU6051_29090"	NA	"AGG62313"	NA
"T02520"	"1302650"	"bsy"	"Bacillus subtilis subsp. subtilis BAB-1"	""	"0"	"I653_07455"	NA	"AGI28747"	NA
"T03442"	"1221328"	"bsut"	"Bacillus subtilis subsp. subtilis AG1839"	""	"0"	"BSUB_03898"	NA	"AIC46376"	NA
"T03443"	"1232554"	"bsul"	"Bacillus subtilis subsp. subtilis JH642"	""	"0"	"BSUA_00719"	NA	"AIC39030"	NA
"T03469"	"1404258"	"bsus"	"Bacillus subtilis subsp. subtilis OH 131.1"	""	"0"	"Q433_08955"	NA	"AIC98102"	NA
"T01302"	"655816"	"bss"	"Bacillus subtilis subsp. spizizenii W23"	""	"0"	"BSUW23_08940"	NA	"ADM37834"	"E0TVQ8"
"T01635"	"1052585"	"bst"	"Bacillus subtilis subsp. spizizenii TU-B-10"	""	"0"	"GYO_0040"	NA	"AEP84806"	"G4NT99"
"T02607"	"645657"	"bso"	"Bacillus subtilis subsp. natto BEST195"	""	"0"	"BSNT_07020"	NA	"BAI84158"	"D4G602"
"T01417"	"936156"	"bsn"	"Bacillus subtilis BSn5"	""	"0"	"BSn5_20815"	NA	"ADV96767"	NA
"T02292"	"1220533"	"bsq"	"Bacillus subtilis QB928"	""	"0"	"B657_22730"	NA	"AFQ58221"	NA
"T02459"	"1233100"	"bsx"	"Bacillus subtilis XF-1"	""	"0"	"C663_2239"	NA	"AGE64009"	"M4KZ36"
"T02937"	"1415167"	"bsp"	"Bacillus subtilis PY79"	""	"0"	"U712_18430"	NA	"AHA79616"	NA
"T00197"	"279010"	"bli"	"Bacillus licheniformis ATCC 14580"	""	"0"	"BL01102"	NA	"AAU22694"	"Q65LM2"
"T00200"	"279010"	"bld"	"Bacillus licheniformis DSM 13 = ATCC 14580"	""	"0"	"BLi00698"	NA	"AAU39635"	"Q65MS9"
"T02694"	"766760"	"blh"	"Bacillus paralicheniformis"	""	"0"	"BaLi_c08280"	NA	"AGN35223"	"R9TQL4"
"T00582"	"326423"	"bay"	"Bacillus velezensis FZB42"	""	"0"	"RBAM_002690"	NA	"ABS72668"	"A7Z0Z2"
"T01692"	"1114958"	"baq"	"Bacillus velezensis CAU B946"	""	"0"	"BACAU_0032"	NA	"CCF03566"	NA
"T02050"	"1155777"	"bya"	"Bacillus velezensis YAU B9601-Y2"	""	"0"	"BANAU_3921"	NA	"CCG51941"	NA
"T02382"	"1225788"	"bamp"	"Bacillus velezensis AS43.3"	""	"0"	"B938_10790"	NA	"AFZ91174"	NA
"T02480"	"1150475"	"baml"	"Bacillus velezensis UCMB5036"	""	"0"	"BAM5036_1579"	NA	"CCP21623"	NA
"T02795"	"1338518"	"bama"	"Bacillus velezensis UCMB5033"	""	"0"	"RBAU_3087"	NA	"CDG31053"	"S6G2L4"
"T02796"	"1150476"	"bamn"	"Bacillus velezensis UCMB5113"	""	"0"	"BASU_1508"	NA	"CDG25802"	NA
"T02859"	"1385727"	"bamb"	"Bacillus velezensis NAU-B3"	""	"0"	"BAPNAU_2845"	NA	"CDH96625"	NA
"T03161"	"1449088"	"bamt"	"Bacillus velezensis TrigoCor1448"	""	"0"	"AJ82_14360"	NA	"AHK50060"	NA
"T03384"	"1423138"	"bamy"	"Bacillus velezensis SQR9"	""	"0"	"V529_00700"	NA	"AHZ14096"	NA
"T03423"	"492670"	"bmp"	"Bacillus velezensis"	""	"0"	"NG74_00022"	NA	"AIU80212"	"A0A1D9PEQ5"
"T01321"	"692420"	"bao"	"Bacillus amyloliquefaciens DSM 7"	""	"0"	"BAMF_0640"	NA	"CBI41766"	"E1UMY7"
"T01824"	"999891"	"baz"	"Bacillus amyloliquefaciens TA208"	""	"0"	"BAMTA208_05600"	NA	"AEB23301"	NA
"T01835"	"1001582"	"bql"	"Bacillus amyloliquefaciens LL3"	""	"0"	"LL3_02851"	NA	"AEB64383"	NA
"T01836"	"1034836"	"bxh"	"Bacillus amyloliquefaciens XH7"	""	"0"	"BAXH7_00022"	NA	"AEK87176"	NA
"T02108"	"1126211"	"bqy"	"Bacillus amyloliquefaciens Y2"	""	"0"	"MUS_4030"	NA	"AFJ63880"	"I2CB56"
"T02462"	"1091041"	"bami"	"Bacillus amyloliquefaciens IT-45"	""	"0"	"KSO_011640"	NA	"AGF27819"	NA
"T02893"	"1412898"	"bamc"	"Bacillus amyloliquefaciens CC178"	""	"0"	"U471_16830"	NA	"AGZ56385"	NA
"T02965"	"1415165"	"bamf"	"Bacillus amyloliquefaciens LFB112"	""	"0"	"U722_00225"	NA	"AHC40642"	NA
"T01339"	"720555"	"bae"	"Bacillus atrophaeus 1942"	""	"0"	"BATR1942_19755"	NA	"ADP34866"	"A0A0H3E6K5"
"T03711"	"1452"	"batr"	"Bacillus atrophaeus NRS 1221A"	""	"0"	"TD68_13205"	NA	"AJF86324"	NA
"T00039"	"272558"	"bha"	"Bacillus halodurans"	""	"0"	"BH0633"	NA	"BAB04352"	"Q9KF53"
"T00129"	"198094"	"ban"	"Bacillus anthracis Ames"	""	"0"	"BA_4209"	"1088386"	"NP_846444"	"Q81ME0"
"T00178"	"261594"	"bar"	"Bacillus anthracis Ames Ancestor"	""	"0"	"GBAA_0294"	NA	"AAT29381"	"Q81ZH2"
"T00184"	"260799"	"bat"	"Bacillus anthracis Sterne"	""	"0"	"BAS1331"	"2848140"	"YP_027600"	"Q81T48"
"T00886"	"568206"	"bah"	"Bacillus anthracis CDC 684"	""	"0"	"BAMEG_1448"	NA	"ACP16949"	NA
"T00892"	"592021"	"bai"	"Bacillus anthracis A0248"	""	"0"	"BAA_0347"	NA	"ACQ48746"	"C3PBN0"
"T02028"	"768494"	"bax"	"Bacillus anthracis H9401"	""	"0"	"H9401_3757"	NA	"AFH85143"	"A0A0E0W3E7"
"T02998"	"743835"	"bant"	"Bacillus anthracis A16"	""	"0"	"A16_43450"	NA	"AHE91606"	NA
"T02999"	"673518"	"banr"	"Bacillus anthracis A16R"	""	"0"	"A16R_46020"	NA	"AHE85942"	NA
"T03162"	"1392837"	"bans"	"Bacillus anthracis SVA11"	""	"0"	"BAPAT_0047"	NA	"AHK36238"	NA
"T03394"	"1392"	"banh"	"Bacillus anthracis HYU01"	""	"0"	"HYU01_01615"	NA	"AIF54764"	"A0A1S0QQ52"
"T03475"	"261591"	"banv"	"Bacillus anthracis Vollum"	""	"0"	"DJ46_2386"	NA	"AIK62300"	NA
"T00127"	"226900"	"bce"	"Bacillus cereus ATCC 14579"	""	"0"	"BC0122"	"1202475"	"NP_830003"	"Q81J48"
"T00162"	"222523"	"bca"	"Bacillus cereus ATCC 10987"	""	"0"	"BCE_4718"	NA	"AAS43619"	"Q72ZF0"
"T00198"	"288681"	"bcz"	"Bacillus cereus E33L"	""	"0"	"BCE33L1305"	NA	"AAU18943"	"Q63DV8"
"T00799"	"405534"	"bcr"	"Bacillus cereus AH187"	""	"0"	"BCAH187_A0371"	NA	"ACJ80890"	"B7HS36"
"T00805"	"405532"	"bcb"	"Bacillus cereus B4264"	""	"0"	"BCB4264_A3916"	NA	"ACK62009"	"B7HDU1"
"T00814"	"405535"	"bcu"	"Bacillus cereus AH820"	""	"0"	"BCAH820_0012"	NA	"ACK88978"	"B7JJC4"
"T00815"	"405531"	"bcg"	"Bacillus cereus G9842"	""	"0"	"BCG9842_B5245"	NA	"ACK97257"	"B7ISX4"
"T00852"	"361100"	"bcq"	"Bacillus cereus Q1"	""	"0"	"BCQ_5094"	NA	"ACM15494"	"B9J5S3"
"T00869"	"572264"	"bcx"	"Bacillus cereus 03BB102"	""	"0"	"BCA_0026"	NA	"ACO27483"	"A0A158RKB4"
"T01279"	"637380"	"bal"	"Bacillus cereus biovar anthracis CI"	""	"0"	"BACI_c01580"	NA	"ADK02941"	"D8GXJ5"
"T01686"	"334406"	"bnc"	"Bacillus cereus NC7401"	""	"0"	"BCN_3153"	NA	"BAL18946"	NA
"T01703"	"347495"	"bcf"	"Bacillus cereus F837/76"	""	"0"	"bcf_20330"	NA	"AEW57187"	NA
"T02291"	"1217984"	"bcer"	"Bacillus cereus FRI-35"	""	"0"	"BCK_16215"	NA	"AFQ11141"	NA
"T03417"	"1396"	"bcef"	"Bacillus cereus FT9"	""	"0"	"BcrFT9_00011"	NA	"AIE77652"	"A0A068N2M1"
"T00560"	"315749"	"bcy"	"Bacillus cytotoxicus"	""	"0"	"Bcer98_0269"	NA	"ABS20632"	"A7GKH4"
"T00179"	"281309"	"btk"	"Bacillus thuringiensis 97-27"	""	"0"	"BT9727_2460"	"2857819"	"YP_036786"	"Q6HI40"
"T00429"	"412694"	"btl"	"Bacillus thuringiensis Al Hakam"	""	"0"	"BALH_3502"	NA	"ABK86737"	"A0RHP4"
"T01239"	"714359"	"btb"	"Bacillus thuringiensis BMB171"	""	"0"	"BMB171_C0014"	NA	"ADH04832"	NA
"T02460"	"1279365"	"btt"	"Bacillus thuringiensis serovar kurstaki HD73"	""	"0"	"HD73_4156"	NA	"AGE79734"	NA
"T03435"	"570416"	"bthr"	"Bacillus thuringiensis serovar kurstaki YBT-1520"	""	"0"	"YBT1520_16075"	NA	"AHZ51864"	NA
"T03473"	"1261129"	"bthi"	"Bacillus thuringiensis serovar kurstaki HD-1"	""	"0"	"BTK_08605"	NA	"AIE32816"	NA
"T01838"	"541229"	"btc"	"Bacillus thuringiensis serovar chinensis CT-43"	""	"0"	"CT43_CH1351"	NA	"AEA15039"	NA
"T01839"	"930170"	"btf"	"Bacillus thuringiensis serovar finitimus YBT-020"	""	"0"	"YBT020_27824"	NA	"ADY24721"	"F0PZ81"
"T02263"	"1195464"	"btm"	"Bacillus thuringiensis MC28"	""	"0"	"MC28_3380"	NA	"AFU14802"	"K0FK54"
"T02277"	"527021"	"btg"	"Bacillus thuringiensis Bt407"	""	"0"	"BTB_c56530"	NA	"AFV21303"	NA
"T02293"	"1218175"	"bti"	"Bacillus thuringiensis HD-771"	""	"0"	"BTG_19490"	NA	"AFQ17321"	"J3UQK8"
"T02411"	"1217737"	"btn"	"Bacillus thuringiensis HD-789"	""	"0"	"BTF1_18280"	NA	"AFQ27825"	NA
"T02474"	"1286404"	"btht"	"Bacillus thuringiensis serovar thuringiensis IS5056"	""	"0"	"H175_ch3931"	NA	"AGG02643"	"M1PPE1"
"T02930"	"529122"	"bthu"	"Bacillus thuringiensis YBT-1518"	""	"0"	"YBT1518_08865"	NA	"AHA70971"	"V5M704"
"T03675"	"1428"	"btw"	"Bacillus thuringiensis HD1011"	""	"0"	"BF38_1574"	NA	"AJG77297"	"A0A0B5NV28"
"T04752"	"1428"	"bthy"	"Bacillus thuringiensis YWC2-8"	""	"0"	"AQ980_22695"	NA	"ALL60536"	"A0A0B6BJR9"
"T00642"	"315730"	"bwe"	"Bacillus weihenstephanensis KBAB4"	""	"0"	"BcerKBAB4_1270"	NA	"ABY42517"	"A9VKT2"
"T03453"	"86662"	"bww"	"Bacillus weihenstephanensis WSBC 10204"	""	"0"	"bwei_5815"	NA	"AIW88320"	"A0A084ISB5"
"T02901"	"1415784"	"bty"	"Bacillus toyonensis"	""	"0"	"Btoyo_2833"	NA	"AHA08788"	NA
"T03239"	"1405"	"bmyc"	"Bacillus mycoides 219298"	""	"0"	"DJ92_893"	NA	"AIK35828"	"A0A076VZ71"
"T03798"	"1405"	"bmyo"	"Bacillus mycoides ATCC 6462"	""	"0"	"BG05_1934"	NA	"AJH21797"	"A0A0B5SH01"
"T00228"	"66692"	"bcl"	"Bacillus clausii"	""	"0"	"ABC3205"	NA	"BAD65739"	"Q5WD21"
"T00599"	"315750"	"bpu"	"Bacillus pumilus SAFR-032"	""	"0"	"BPUM_0511"	NA	"ABV61206"	"A8FAD9"
"T03175"	"1408"	"bpum"	"Bacillus pumilus MTCC B6033"	""	"0"	"BW16_10330"	NA	"AHL71759"	"W8QNS3"
"T04776"	"1408"	"bpus"	"Bacillus pumilus SH-B9"	""	"0"	"UP12_18475"	NA	"AMM99224"	"W6HYM8"
"T01165"	"398511"	"bpf"	"Bacillus pseudofirmus"	""	"0"	"BpOF4_04255"	NA	"ADC48917"	"D3FXT0"
"T01208"	"545693"	"bmq"	"Bacillus megaterium QM B1551"	""	"0"	"BMQ_0050"	NA	"ADE67168"	"D5DUT4"
"T01219"	"592022"	"bmd"	"Bacillus megaterium DSM 319"	""	"0"	"BMD_0284"	NA	"ADF37196"	"D5D9D4"
"T01890"	"1006007"	"bmh"	"Bacillus megaterium WSH-002"	""	"0"	"BMWSH_5160"	NA	"AEN92038"	"G2RS68"
"T03825"	"1348623"	"bmeg"	"Bacillus megaterium NBRC 15308 = ATCC 14581"	""	"0"	"BG04_3742"	NA	"AJI22499"	"A0A0B6ARN2"
"T01389"	"649639"	"bco"	"Bacillus cellulosilyticus"	""	"0"	"Bcell_3224"	NA	"ADU31466"	"E6U0M1"
"T01527"	"941639"	"bck"	"Bacillus coagulans 2-6"	""	"0"	"BCO26_2480"	NA	"AEH54538"	"F7Z6H8"
"T01628"	"345219"	"bag"	"Bacillus coagulans 36D1"	""	"0"	"Bcoa_1893"	NA	"AEP01080"	"G2TLJ6"
"T03712"	"1121088"	"bcoa"	"Bacillus coagulans DSM 1 = ATCC 7050"	""	"0"	"BF29_1717"	NA	"AJH77017"	"A0A0B5WYP6"
"T02027"	"1127744"	"bjs"	"Bacillus sp. JS"	""	"0"	"MY9_2365"	NA	"AFI28898"	"I0F5Z2"
"T02643"	"666686"	"baci"	"Bacillus sp. 1NLA3E"	""	"0"	"B1NLA3E_11905"	NA	"AGK54131"	"N0B0D5"
"T02860"	"1367477"	"bif"	"Bacillus infantis"	""	"0"	"N288_00705"	NA	"AGX02158"	"U5L4P3"
"T03204"	"1246626"	"ble"	"Bacillus lehensis"	""	"0"	"BleG1_0962"	NA	"AIC93565"	"A0A060LU99"
"T03209"	"796606"	"bmet"	"Bacillus methanolicus"	""	"0"	"BMMGA3_06300"	NA	"AIE59688"	"I3DZE8"
"T03242"	"1565991"	"gst"	"Bacillus sp. X1(2014)"	""	"0"	"HW35_14695"	NA	"AIM17324"	"A0A077J7B2"
"T03530"	"756828"	"bacw"	"Bacillus sp. WP8"	""	"0"	"QR42_09875"	NA	"AIZ60558"	"A0A0B4S8S8"
"T03544"	"1446792"	"bacp"	"Bacillus sp. Pc3"	""	"0"	"SB24_01080"	NA	"AJC23839"	NA
"T03582"	"1570330"	"bacb"	"Bacillus sp. BH072"	""	"0"	"OY17_05990"	NA	"AJE77670"	"A0A0E1LK94"
"T03597"	"1330043"	"bby"	"Bacillus bombysepticus"	""	"0"	"CY96_06485"	NA	"AHX17655"	"A0A023P3W0"
"T03635"	"98228"	"baco"	"Bacillus sp. OxB-1"	""	"0"	"OXB_0538"	NA	"BAQ09010"	"A0A0A8JEI3"
"T03701"	"1574141"	"bacy"	"Bacillus sp. YP1"	""	"0"	"QF06_19795"	NA	"AJO60599"	NA
"T03833"	"1409"	"bacl"	"Bacillus sp. BS34A"	""	"0"	"BS34A_35370"	NA	"CEJ78895"	NA
"T03908"	"1628753"	"balm"	"Bacillus sp. LM 4-2"	""	"0"	"BsLM_0147"	NA	"AKE21947"	"A0A125UDB7"
"T03983"	"135735"	"beo"	"Bacillus endophyticus"	""	"0"	"BEH_01860"	NA	"AKO90973"	"A0A0H4KRR9"
"T03984"	"1479"	"bsm"	"Bacillus smithii"	""	"0"	"BSM4216_2426"	NA	"AKP47664"	"A0A0H4P1I3"
"T04304"	"1478"	"bsj"	"Bacillus simplex"	""	"0"	"UP17_17370"	NA	"AMM94030"	"A0A127DAH9"
"T04330"	"1196031"	"bon"	"Bacillus oceanisediminis"	""	"0"	"A361_21235"	NA	"AND41576"	"A0A160MEL9"
"T04537"	"1664069"	"bgy"	"Bacillus glycinifermentans"	""	"0"	"BGLY_1786"	NA	"SCA85609"	"A0A1C3SD07"
"T04803"	"86664"	"bfx"	"Bacillus flexus"	""	"0"	"BC359_07940"	NA	"AQX54245"	"A0A1S6Z9I1"
"T04820"	"79881"	"bgi"	"Bacillus gibsonii"	""	"0"	"BGM20_00440"	NA	"AOL29172"	NA
"T04822"	"1547283"	"bwh"	"Bacillus weihaiensis"	""	"0"	"A9C19_13160"	NA	"APH05621"	"A0A1L3MTE9"
"T00093"	"221109"	"oih"	"Oceanobacillus iheyensis"	""	"0"	"OB2025"	NA	"BAC13981"	"Q8EPR5"
"T00217"	"235909"	"gka"	"Geobacillus kaustophilus"	""	"0"	"GK0098"	NA	"BAD74383"	"Q5L405"
"T01676"	"1111068"	"gte"	"Geobacillus thermoleovorans CCB_US3_UF5"	""	"0"	"GTCCBUS3UF5_3440"	NA	"AEV17670"	"G8N322"
"T04710"	"33941"	"gtk"	"Geobacillus thermoleovorans KCTC 3570"	""	"0"	"GT3570_01460"	NA	"AMV09642"	"A0A1C3D529"
"T00496"	"420246"	"gtn"	"Geobacillus thermodenitrificans"	""	"0"	"GTNG_0237"	NA	"ABO65621"	"A4IJW7"
"T00915"	"471223"	"gwc"	"Geobacillus sp. WCH70"	""	"0"	"GWCH70_0262"	NA	"ACS23191"	"C5D4I3"
"T01101"	"544556"	"gyc"	"Geobacillus sp. Y412MC61"	""	"0"	"GYMC61_1134"	NA	"ACX77790"	NA
"T01399"	"550542"	"gya"	"Geobacillus sp. Y412MC52"	""	"0"	"GYMC52_0252"	NA	"ADU92759"	"A0A0E0T7S3"
"T01245"	"691437"	"gct"	"Geobacillus sp. C56-T3"	""	"0"	"GC56T3_1069"	NA	"ADI26111"	NA
"T01348"	"581103"	"gmc"	"Geobacillus sp. Y4.1MC1"	""	"0"	"GY4MC1_3535"	NA	"ADP76179"	"A0A0F6BRX8"
"T02455"	"1233873"	"ggh"	"Geobacillus sp. GHH01"	""	"0"	"GHH_c02970"	NA	"AGE20863"	"L7ZMT9"
"T02798"	"1921421"	"gjf"	"Geobacillus genomosp. 3"	""	"0"	"M493_15720"	NA	"AGT33360"	"S5ZGB1"
"T03966"	"1629723"	"gea"	"Geobacillus sp. 12AMOR1"	""	"0"	"GARCT_00802"	NA	"AKM18100"	"A0A0G3XUT1"
"T04018"	"1519377"	"gel"	"Geobacillus sp. LC300"	""	"0"	"IB49_03365"	NA	"AKU25654"	"A0A0K1K8E7"
"T04043"	"272567"	"gse"	"Geobacillus stearothermophilus"	""	"0"	"GT50_03620"	NA	"ALA69383"	"A0A0K2H624"
"T04323"	"129338"	"gsr"	"Geobacillus subterraneus"	""	"0"	"GS3922_08810"	NA	"AMX83752"	"A0A143MIQ5"
"T04412"	"1813182"	"gej"	"Geobacillus sp. JS12"	""	"0"	"A0V43_17135"	NA	"AMQ22276"	"A0A142D5H4"
"T01531"	"634956"	"gth"	"Parageobacillus thermoglucosidasius"	""	"0"	"Geoth_3649"	NA	"AEH49483"	"A0A0M1QR90"
"T04476"	"1426"	"ptl"	"Parageobacillus thermoglucosidans"	""	"0"	"AOT13_04715"	NA	"ALF09369"	"A0A178TWP3"
"T00790"	"491915"	"afl"	"Anoxybacillus flavithermus"	""	"0"	"Aflv_0026"	NA	"ACJ32410"	"B7GFG0"
"T04000"	"198467"	"agn"	"Anoxybacillus gonensis"	""	"0"	"AFK25_00010"	NA	"AKS37011"	"A0A0A2SF83"
"T04370"	"1490052"	"anm"	"Anoxybacillus sp. B2M1"	""	"0"	"GFC28_2789"	NA	"ANB57148"	NA
"T04397"	"294699"	"aamy"	"Anoxybacillus amylolyticus"	""	"0"	"GFC30_593"	NA	"ANB61151"	"A0A160F4Z3"
"T04426"	"1490057"	"anl"	"Anoxybacillus sp. B7M1"	""	"0"	"GFC29_3173"	NA	"ANB64822"	"A0A160FDE5"
"T02266"	"698758"	"axl"	"Amphibacillus xylanus"	""	"0"	"AXY_15490"	NA	"BAM47681"	"K0J4L4"
"T00656"	"444177"	"lsp"	"Lysinibacillus sphaericus"	""	"0"	"Bsph_0978"	NA	"ACA38590"	"B1I052"
"T03062"	"1145276"	"lgy"	"Lysinibacillus varians"	""	"0"	"T479_18480"	NA	"AHN23023"	"X2GRQ7"
"T03655"	"28031"	"lfu"	"Lysinibacillus fusiformis"	""	"0"	"HR49_21135"	NA	"AJK89468"	"A0A1E4R0B0"
"T02031"	"866895"	"hhd"	"Halobacillus halophilus"	""	"0"	"HBHAL_1017"	NA	"CCG43404"	"I0JGY6"
"T04799"	"402384"	"hmn"	"Halobacillus mangrovi"	""	"0"	"HM131_11675"	NA	"ARI77461"	NA
"T03216"	"586416"	"tap"	"Terribacillus aidingensis"	""	"0"	"GZ22_15160"	NA	"AIF67842"	"A0A075LPE6"
"T03219"	"403957"	"vir"	"Virgibacillus sp. SK37"	""	"0"	"X953_19645"	NA	"AIF45020"	"A0A075JTV0"
"T04548"	"1482"	"vhl"	"Virgibacillus halodenitrificans"	""	"0"	"BME96_02780"	NA	"APC47168"	"A0A1J0GY48"
"T04596"	"1911587"	"vig"	"Virgibacillus sp. 6R"	""	"0"	"BKP57_10895"	NA	"API92296"	NA
"T04204"	"1472767"	"lao"	"Lentibacillus amyloliquefaciens"	""	"0"	"AOX59_15400"	NA	"ALX49832"	"A0A0U4DWT3"
"T04282"	"1221500"	"fpn"	"Fictibacillus phosphorivorans"	""	"0"	"ABE65_001365"	NA	"ANC75566"	"A0A160IIS9"
"T04452"	"255247"	"far"	"Fictibacillus arsenicus"	""	"0"	"ABE41_005680"	NA	"ANX11490"	"A0A1B1Z235"
"T04359"	"1230341"	"sje"	"Salimicrobium jeotgali"	""	"0"	"AAV35_005930"	NA	"AKG04370"	"K2GKX9"
"T01243"	"439292"	"bse"	"Bacillus selenitireducens"	""	"0"	"Bsel_2906"	NA	"ADI00395"	"D6XZB0"
"T00051"	"158879"	"sau"	"Staphylococcus aureus subsp. aureus N315 (MRSA/VSSA)"	""	"0"	"SA2027"	NA	"BAB43321"	"P99062"
"T00052"	"158878"	"sav"	"Staphylococcus aureus subsp. aureus Mu50 (MRSA/VISA)"	""	"0"	"SAV2128"	NA	"BAB58290"	"P66714"
"T00588"	"418127"	"saw"	"Staphylococcus aureus subsp. aureus Mu3 (MRSA/hetero-VISA)"	""	"0"	"SAHV_0555"	NA	"BAF77438"	"A7X4Y0"
"T00556"	"359787"	"sah"	"Staphylococcus aureus subsp. aureus JH1 (MRSA/VSSA)"	""	"0"	"SaurJH1_1982"	NA	"ABR52816"	"A6U0N7"
"T00522"	"359786"	"saj"	"Staphylococcus aureus subsp. aureus JH9 (MRSA/VRSA)"	""	"0"	"SaurJH9_1334"	NA	"ABQ49131"	"A5ISF8"
"T00086"	"196620"	"sam"	"Staphylococcus aureus subsp. aureus MW2 (CA-MRSA)"	""	"0"	"MW2207"	NA	"BAB96072"	"Q8NV90"
"T00183"	"282459"	"sas"	"Staphylococcus aureus subsp. aureus MSSA476 (MSSA)"	""	"0"	"SAS1831"	NA	"CAG43636"	"Q6G825"
"T00182"	"282458"	"sar"	"Staphylococcus aureus subsp. aureus MRSA252 (MRSA)"	""	"0"	"SAR1575"	NA	"CAG40571"	"Q6GKU3"
"T00225"	"93062"	"sac"	"Staphylococcus aureus subsp. aureus COL (MRSA)"	""	"0"	"SACOL0544"	NA	"AAW36321"	"Q5HIH5"
"T00629"	"451516"	"sax"	"Staphylococcus aureus subsp. aureus USA300_TCH1516 (CA-MSSA)"	""	"0"	"USA300HOU_1010"	NA	"ABX29030"	"A8Z3P7"
"T00323"	"451515"	"saa"	"Staphylococcus aureus subsp. aureus USA300_FPR3757 (CA-MRSA)"	""	"0"	"SAUSA300_0389"	NA	"ABD20591"	"Q2FJM5"
"T00324"	"93061"	"sao"	"Staphylococcus aureus subsp. aureus NCTC8325"	""	"0"	"SAOUHSC_00442"	"3919114"	"YP_499025"	"Q2G0T5"
"T00557"	"426430"	"sae"	"Staphylococcus aureus subsp. aureus Newman"	""	"0"	"NWMN_0448"	NA	"BAF66720"	"A0A0H3KEI1"
"T01124"	"681288"	"sad"	"Staphylococcus aureus subsp. aureus ED98"	""	"0"	"SAAV_2351"	NA	"ACY12182"	NA
"T01744"	"1118959"	"suu"	"Staphylococcus aureus subsp. aureus M013 (CA-MRSA)"	""	"0"	"M013TW_2189"	NA	"AEV79181"	NA
"T01745"	"1028799"	"suv"	"Staphylococcus aureus subsp. aureus VC40"	""	"0"	"SAVC_06745"	NA	"AEZ37510"	NA
"T01869"	"685039"	"sue"	"Staphylococcus aureus subsp. aureus ED133"	""	"0"	"SAOV_2010"	NA	"ADI98472"	NA
"T01870"	"869816"	"suj"	"Staphylococcus aureus subsp. aureus JKD6159 (CA-MRSA)"	""	"0"	"SAA6159_01062"	NA	"ADL23006"	NA
"T01886"	"546342"	"suk"	"Staphylococcus aureus subsp. aureus JKD6008 (MRSA/VISA)"	""	"0"	"SAA6008_01914"	NA	"ADL65943"	NA
"T01887"	"889933"	"suc"	"Staphylococcus aureus subsp. aureus ECT-R 2"	""	"0"	"ECTR2_927"	NA	"CBX34308"	NA
"T01888"	"1006543"	"sut"	"Staphylococcus aureus subsp. aureus T0131 (MRSA)"	""	"0"	"SAT0131_00556"	NA	"AEB87642"	NA
"T01889"	"548473"	"suq"	"Staphylococcus aureus subsp. aureus TCH60"	""	"0"	"HMPREF0772_12162"	NA	"ADQ77624"	NA
"T01950"	"1123523"	"suz"	"Staphylococcus aureus subsp. aureus 11819-97 (CA-MRSA)"	""	"0"	"MS7_0533"	NA	"AEW64548"	NA
